gene	target	gene_short_name	cdsName	padj	log2FoldChange	evalue	bits
TRINITY_DN6680_c3_g1	NA	NA	NA	6.199086311237336e-4	2.5140608775827427	NA	NA
TRINITY_DN3771_c0_g1	NV2.9667	rm23-like	-	6.209870558716743e-4	-0.8352303999015566	1.26e-40	149
TRINITY_DN28979_c0_g1	NA	NA	NA	6.213428270235559e-4	2.321501809851018	NA	NA
TRINITY_DN3672_c0_g1	NV2.17216	dhx36-like	-	6.249633163891264e-4	-0.704651644460828	4.69e-294	925
TRINITY_DN20587_c0_g1	NV2.20419	calm3-like-1	-	6.276882711099818e-4	-1.7227949376122105	2.55e-28	114
TRINITY_DN59_c0_g1	NV2.4021	trypsina	trypsin A	6.28237911982577e-4	1.5545850786701148	1.86e-79	288
TRINITY_DN1244_c0_g1	NA	NA	NA	6.297315363005898e-4	-0.6557274894994781	NA	NA
TRINITY_DN91538_c0_g1	NA	NA	NA	6.297315363005898e-4	-0.5687705789820958	NA	NA
TRINITY_DN38459_c0_g1	NA	NA	NA	6.309641249776744e-4	2.440558936707534	NA	NA
TRINITY_DN631_c0_g1	NV2.20153	ano10-like-1	-	6.309641249776744e-4	-0.5072069048262348	2.2e-221	699
TRINITY_DN728_c0_g1	NA	NA	NA	6.309641249776744e-4	-1.2455986554959722	NA	NA
TRINITY_DN8181_c0_g1	NV2.18275	qw peptide	-	6.309641249776744e-4	1.7323388054854532	1.84e-35	146
TRINITY_DN5596_c0_g1	NV2.7845	dctn5-like	-	6.313239085162765e-4	-0.7324360050874066	1.06e-97	317
TRINITY_DN2675_c0_g1	NV2.3378	pitx1	-	6.326089581427311e-4	0.9945815942247943	5.71e-22	98
TRINITY_DN714_c0_g1	NV2.17083	pdip2-like	-	6.32835063082872e-4	-0.6020145026167044	7.819999999999999e-143	454
TRINITY_DN644_c2_g2	NA	NA	NA	6.333397927248512e-4	1.1092086687332374	NA	NA
TRINITY_DN5165_c0_g1	NV2.10514	ogfd3-like	-	6.333818249452154e-4	0.8216157170633155	8.13e-97	321
TRINITY_DN9765_c0_g1	NA	NA	NA	6.335849848303599e-4	1.7562116226304911	NA	NA
TRINITY_DN9218_c0_g1	NV2.18962	fuco-like-3	-	6.378410904406035e-4	2.159860288485852	4.38e-172	546
TRINITY_DN16188_c0_g1	NV2.2114	efc12-like	-	6.378459360741474e-4	-1.0537841068763028	2.08e-47	184
TRINITY_DN3282_c1_g1	NV2.3640	uba1-like-1	-	6.398449472702831e-4	-0.6798643165846778	2.8e-143	455
TRINITY_DN1747_c0_g1	NA	NA	NA	6.400994565319115e-4	0.6479858986989773	NA	NA
TRINITY_DN13431_c0_g1	NV2.18629	mgat2-like	-	6.410729473405837e-4	-0.6609072792279053	7.2399999999999994e-124	408
TRINITY_DN1084_c0_g1	NA	NA	NA	6.420734721354789e-4	-0.8067385117948516	NA	NA
TRINITY_DN69278_c0_g1	NV2.18447	aco32-like	-	6.440506446800861e-4	0.48506576395917317	1.05e-255	799
TRINITY_DN146_c0_g1	NV2.19060	ablm1-like	-	6.444671220878148e-4	0.5915555637529343	2.64e-88	313
TRINITY_DN1870_c3_g1	NA	NA	NA	6.444671220878148e-4	-3.222813968268928	NA	NA
TRINITY_DN71_c0_g1	NV2.18666	dhx15-like	-	6.444671220878148e-4	0.4788590500945979	0	1132
TRINITY_DN9121_c0_g1	NV2.6558	crip1-like-1	-	6.457639255907356e-4	0.7564562358491931	1.05e-46	162
TRINITY_DN8135_c0_g1	NV2.8055	rfox3-like	-	6.468104591689241e-4	-0.7928413851232763	1.5799999999999999e-32	128
TRINITY_DN6436_c0_g1	NV2.14927	dph2-like	-	6.517688791009701e-4	-0.984908935010577	1.26e-134	441
TRINITY_DN12888_c0_g1	NA	NA	NA	6.521666111206377e-4	0.8989713445832926	NA	NA
TRINITY_DN4691_c0_g1	NV2.1210	ttll7-like	-	6.539296663144416e-4	-0.6886243882398287	7.169999999999999e-118	375
TRINITY_DN23157_c0_g1	NA	NA	NA	6.546023057610412e-4	4.927740183334231	NA	NA
TRINITY_DN12915_c0_g1	NA	NA	NA	6.548206106122515e-4	3.1071966059599703	NA	NA
TRINITY_DN3368_c0_g1	NV2.3762	mtmr2-like-1	-	6.584550197073765e-4	-0.6146436641260878	2.36e-254	792
TRINITY_DN347_c0_g2	NV2.15547	cp3ao-like-1	-	6.613708655742777e-4	0.7021728366034589	5.309999999999999e-107	359
TRINITY_DN2355_c0_g2	NA	NA	NA	6.613948001446875e-4	-0.7862625667547227	NA	NA
TRINITY_DN13477_c0_g1	NV2.10728	six4-5	six4/5	6.615560511423528e-4	0.8597228129239626	2.88e-79	269
TRINITY_DN2229_c0_g1	NA	NA	NA	6.63465865079909e-4	-0.7134590272153265	NA	NA
TRINITY_DN2660_c0_g1	NA	NA	NA	6.637976256453278e-4	-0.7481293911272988	NA	NA
TRINITY_DN2133_c0_g1	NV2.4098	ch037-like	-	6.64003848537188e-4	-0.7365334860398142	2.85e-44	161
TRINITY_DN70473_c0_g1	NV2.13702	b3gt6-like-3	-	6.658204213317433e-4	3.228600962932266	3.6200000000000005e-64	227
TRINITY_DN15058_c0_g1	NV2.20092	cdin1-like	-	6.694992435299949e-4	2.2917041795860262	1.24e-79	269
TRINITY_DN4131_c0_g1	NA	NA	NA	6.738622201081913e-4	-1.5343104233144746	NA	NA
TRINITY_DN15873_c0_g1	NV2.2020	rtca-like-1	-	6.747083097696757e-4	-1.692977099763386	7.3e-120	389
TRINITY_DN5460_c0_g1	NV2.23607	aldh2-like	-	6.750620668599941e-4	0.6018522858202605	4.609999999999999e-249	771
TRINITY_DN21118_c0_g1	NV2.21103	ileu-like	-	6.751142090052757e-4	-0.6030639408686562	1.18e-63	229
TRINITY_DN6209_c0_g2	NV2.10642	mthfs-like	-	6.753131555152397e-4	0.7078979419154354	2.62e-63	217
TRINITY_DN6743_c0_g1	NV2.2916	pax6-like	PaxB	6.76428253868013e-4	1.3488216105486266	8.95e-17	83
TRINITY_DN8970_c0_g1	NA	NA	NA	6.770454527388835e-4	1.431871610025969	NA	NA
TRINITY_DN6433_c2_g1	NV2.23832	follistatin-like	follistatin-like protein	6.77572812415573e-4	1.762587741359218	2.51e-46	172
TRINITY_DN4827_c0_g1	NA	NA	NA	6.777558873233838e-4	-0.8661422451929462	NA	NA
TRINITY_DN40_c0_g1	NV2.18153	hxk2-like	-	6.794792801629869e-4	-0.5252598373798727	2.88e-155	497
TRINITY_DN1829_c0_g1	NV2.6490	rdhe2-like-1	-	6.838193906190849e-4	0.6337607886728325	1.53e-108	353
TRINITY_DN5093_c0_g1	NV2.17092	dph1-like	-	6.838193906190849e-4	-0.9321531454605804	1.5899999999999997e-174	550
TRINITY_DN12608_c0_g1	NV2.20240	nv2.20240	-	6.840322811430006e-4	1.8251899283959434	1.5099999999999998e-158	510
TRINITY_DN685_c0_g1	NV2.11936	pdk2-like	-	6.840322811430006e-4	-0.6655641148957864	2.84e-150	481
TRINITY_DN6694_c0_g4	NA	NA	NA	6.847193342493673e-4	1.8125875257269928	NA	NA
TRINITY_DN3319_c0_g1	NV2.19589	rmd2-like	-	6.854534603821456e-4	-0.7848886790807228	3.4599999999999996e-57	207
TRINITY_DN16408_c1_g1	NA	NA	NA	6.868149916676509e-4	-5.333085812526046	NA	NA
TRINITY_DN13273_c1_g3	NA	NA	NA	6.879567167209227e-4	-4.368050513847268	NA	NA
TRINITY_DN7907_c1_g1	NV2.24978	tmps6-like-3	-	6.885812809958288e-4	1.1653738567313696	4.99e-92	312
TRINITY_DN4138_c0_g1	NA	NA	NA	6.92527762301838e-4	-1.332826928069027	NA	NA
TRINITY_DN31370_c0_g1	NV2.9034	capa-like-2	-	6.944414806539313e-4	2.771477483035947	3.01e-51	192
TRINITY_DN2520_c1_g1	NV2.984	ari2-like-1	-	6.947942283692827e-4	-0.49545471671005975	2.22e-84	293
TRINITY_DN2835_c0_g1	NV2.19961	pol4-like-19	-	6.985961063676414e-4	3.0194598759506093	5.51e-8	58
TRINITY_DN5279_c1_g1	NV2.1252	rtxe-like-6	-	7.023893649161422e-4	-0.7803907278452908	1.19e-184	607
TRINITY_DN7641_c1_g1	NV2.15811	arfrp-like	-	7.068044547361702e-4	-0.7019628352599516	8.720000000000001e-73	246
TRINITY_DN19298_c0_g1	NV2.15721	pol5-like-4	-	7.075729093482585e-4	1.1073007071659264	4.61e-78	280
TRINITY_DN4012_c0_g2	NV2.11614	tatd1-like	-	7.130852877182975e-4	-0.9110144307606398	6.13e-141	449
TRINITY_DN7937_c0_g1	NV2.1695	yaf2-like	-	7.142424361223395e-4	-0.6851023041947276	6.240000000000001e-27	111
TRINITY_DN7604_c0_g1	NA	NA	NA	7.15125820203615e-4	2.872759945434783	NA	NA
TRINITY_DN83646_c0_g1	NA	NA	NA	7.15125820203615e-4	-2.881272276041435	NA	NA
TRINITY_DN3030_c0_g1	NV2.14332	pp12c-like	-	7.165921293428323e-4	0.9718706765877886	2.84e-13	72
TRINITY_DN1585_c0_g1	NV2.19563	ttc7b-like	-	7.203035523325476e-4	-0.5213162518896197	6.5e-140	471
TRINITY_DN2926_c0_g1	NV2.1717	kdm7a-like	-	7.209592348256364e-4	0.6462715324168968	1.0799999999999999e-179	587
TRINITY_DN9952_c0_g1	NV2.11226	can7-like	-	7.225337193797878e-4	-0.7755243870485062	8.48e-282	880
TRINITY_DN11805_c0_g1	NV2.21043	drc7-like	-	7.254414107336673e-4	-0.715608090314482	0	1031
TRINITY_DN5577_c0_g1	NV2.150	cog5-like	-	7.265550003983971e-4	-0.7317901331808009	1.42e-258	814
TRINITY_DN9493_c0_g1	NV2.16579	pol-like-16	-	7.274543115135914e-4	-0.5854698633872852	0	1237
TRINITY_DN6868_c0_g1	NV2.10786	acl4-like	-	7.281294525981383e-4	0.5617222816147492	8.939999999999999e-57	206
TRINITY_DN8558_c0_g1	NV2.1743	achb3-like	-	7.287622184361549e-4	1.2683062997625736	4.7e-51	193
TRINITY_DN11301_c0_g1	NV2.5376	p20d2-like-2	-	7.296537381011561e-4	0.7410754490643404	1.3e-111	368
TRINITY_DN4410_c1_g1	NV2.7449	vp35l-like	-	7.299240538268948e-4	-0.5354874655444072	0	1106
TRINITY_DN5948_c0_g1	NA	NA	NA	7.317343086168399e-4	3.1060734944918313	NA	NA
TRINITY_DN360_c6_g1	NA	NA	NA	7.327825224825858e-4	-2.603112432981002	NA	NA
TRINITY_DN71555_c0_g1	NA	NA	NA	7.331856076442788e-4	4.982396146606177	NA	NA
TRINITY_DN82182_c0_g1	NA	NA	NA	7.332562652516856e-4	-4.965330005715004	NA	NA
TRINITY_DN8106_c0_g1	NA	NA	NA	7.339975091049313e-4	1.1630733675847928	NA	NA
TRINITY_DN7384_c3_g1	NA	NA	NA	7.349723198499762e-4	-2.176299612588209	NA	NA
TRINITY_DN19163_c0_g1	NA	NA	NA	7.367333519166431e-4	-3.7637599737602194	NA	NA
TRINITY_DN57493_c0_g1	NV2.3774	ndua2-like	-	7.396567048711736e-4	-0.6699412293338874	2.07e-33	125
TRINITY_DN31188_c0_g1	NV2.2144	zwilc-like	-	7.397591554709874e-4	1.4046592115342902	6.43e-29	128
TRINITY_DN3234_c0_g1	NV2.1452	tm243-like	-	7.397591554709874e-4	-0.8401115903913682	2.8100000000000002e-27	109
TRINITY_DN4130_c0_g2	NV2.15137	acap2-like-1	-	7.409578081782656e-4	-0.6504227588902383	1.3999999999999998e-208	676
TRINITY_DN4765_c0_g1	NV2.25066	ccd18-like	-	7.410566913503611e-4	1.1159008034757198	1.7999999999999998e-99	353
TRINITY_DN3825_c0_g1	NV2.22588	c560-like	-	7.440334353820499e-4	-0.5435522699394624	1.21e-25	108
TRINITY_DN26416_c0_g1	NV2.20616	dll1-like	delta	7.451911663008792e-4	1.269264670671892	1.32e-75	276
TRINITY_DN349_c0_g1	NV2.10113	esf2-like	-	7.460380419854015e-4	-0.7907475722258157	1.49e-70	240
TRINITY_DN2532_c0_g1	NV2.4344	sntb1-like	-	7.497769682040697e-4	0.6341942597974043	2.54e-186	589
TRINITY_DN7269_c0_g1	NA	NA	NA	7.507587315103617e-4	2.612722414472531	NA	NA
TRINITY_DN7558_c0_g1	NV2.23171	fbp1-like-5	-	7.59638177565068e-4	1.1857904759323972	3.9099999999999997e-190	618
TRINITY_DN7784_c1_g1	NV2.2035	p52k-like-9	-	7.612065922739901e-4	-1.5797703732116901	3.52e-8	53
TRINITY_DN8659_c0_g1	NV2.23367	h1d-like-1	-	7.614462423943583e-4	1.3515288321447825	3.39e-26	111
TRINITY_DN4859_c0_g1	NA	NA	NA	7.627934914555962e-4	1.1441174630816018	NA	NA
TRINITY_DN3426_c0_g1	NV2.21484	aces-like-1	-	7.628897739909107e-4	1.0441451189949316	1.59e-100	343
TRINITY_DN672_c1_g1	NA	NA	NA	7.629304714842285e-4	-0.8844889554371425	NA	NA
TRINITY_DN1410_c0_g1	NV2.5701	jnk-like	-	7.68082620014861e-4	-0.627141809553244	3.149999999999999e-183	574
TRINITY_DN9339_c0_g1	NA	NA	NA	7.6816476328792e-4	-3.6220552942192863	NA	NA
TRINITY_DN10533_c0_g1	NV2.19731	oar1-like	-	7.687119096538645e-4	2.5999457035534514	3.04e-9	62
TRINITY_DN58125_c0_g1	NV2.14769	acl6b-like	-	7.687119096538645e-4	-0.6147494793498472	1.51e-186	586
TRINITY_DN31_c0_g1	NV2.23583	rent1-like	-	7.691362323035861e-4	0.5786797059270069	0	1759
TRINITY_DN3061_c0_g1	NV2.1081	rdh11-like-1	-	7.726052385276597e-4	-0.6169207778315253	5.04e-100	330
TRINITY_DN13259_c0_g1	NV2.14778	rbp-like-1	-	7.726357806542953e-4	1.455985394190175	8.219999999999999e-56	198
TRINITY_DN9597_c0_g1	NA	NA	NA	7.728989331833517e-4	1.6104554970423133	NA	NA
TRINITY_DN6636_c0_g1	NA	NA	NA	7.737922717603712e-4	0.895462744440616	NA	NA
TRINITY_DN11394_c0_g1	NA	NA	NA	7.751397284956805e-4	-0.9126565325921933	NA	NA
TRINITY_DN5375_c0_g1	NV2.4469	dre2-like	-	7.751397284956805e-4	-0.656121215552695	4.5199999999999995e-82	276
TRINITY_DN9311_c0_g1	NV2.11302	kcnh8-like	ELK	7.76423563821692e-4	0.8675130593619746	1.2299999999999999e-248	806
TRINITY_DN11154_c0_g1	NV2.14538	calmodulin	-	7.766945025754469e-4	1.020707466987021	4.4299999999999994e-23	98
TRINITY_DN46249_c0_g1	NV2.14640	dlx1a	-	7.769452168905555e-4	-0.9442417230900878	3.76e-21	98
TRINITY_DN14416_c0_g3	NA	NA	NA	7.799255003246953e-4	2.6749431352415862	NA	NA
TRINITY_DN6441_c0_g1	NV2.10275	mcur1-like	-	7.811719794008757e-4	-1.0430497080032646	4.71e-45	169
TRINITY_DN1096_c0_g1	NV2.12384	akap9-like	-	7.874985269113968e-4	0.6024146804020394	1.0399999999999999e-103	381
TRINITY_DN1038_c0_g1	NV2.1337	vldlr-like	-	7.899089602905548e-4	0.5795019454854626	1.17e-188	617
TRINITY_DN48242_c0_g1	NA	NA	NA	7.944856538384217e-4	-2.633460338041177	NA	NA
TRINITY_DN5451_c0_g1	NA	NA	NA	7.944856538384217e-4	1.0639840465575219	NA	NA
TRINITY_DN6817_c0_g1	NV2.7688	txd11-like	-	7.947850434914202e-4	-0.9553195983543122	5.309999999999999e-87	311
TRINITY_DN9675_c0_g1	NA	NA	NA	7.951703137960154e-4	2.8862662799336958	NA	NA
TRINITY_DN3272_c0_g1	NV2.1325	vm3va-like	-	7.95565692869162e-4	1.449840773321693	1.5900000000000002e-21	105
TRINITY_DN4735_c0_g1	NV2.8017	gga1-like	-	7.956819561305856e-4	-0.5143171023212895	3.8299999999999996e-111	379
TRINITY_DN759_c0_g1	NV2.10627	kmt2c-like	-	7.96432043601814e-4	0.7921261659532355	7.08e-276	951
TRINITY_DN1864_c0_g1	NV2.13427	pkhf2-like	-	7.988230469479593e-4	-0.5645298065001692	1.6699999999999998e-107	350
TRINITY_DN10484_c0_g1	NV2.21103	ileu-like	-	7.995793869006895e-4	-0.5382842762638727	8.66e-66	234
TRINITY_DN480_c2_g1	NA	NA	NA	8.002316152763049e-4	-4.365218311143918	NA	NA
TRINITY_DN599_c0_g1	NV2.14415	fer-like-1	-	8.037815949263965e-4	-0.630561439179858	1.6799999999999998e-188	613
TRINITY_DN10140_c0_g1	NV2.9042	tll-like-1	-	8.047561324132903e-4	1.8540287243753248	4.169999999999999e-96	321
TRINITY_DN69206_c0_g1	NV2.12331	ube2z-like	-	8.047561324132903e-4	-0.5746323963352395	1.4499999999999998e-106	346
TRINITY_DN8781_c0_g1	NV2.19483	ela1-like	-	8.047561324132903e-4	1.4400576461033279	7.870000000000001e-26	112
TRINITY_DN34671_c0_g1	NV2.375	pif1-like-9	-	8.055864521550644e-4	3.0789733477687133	5.18e-126	413
TRINITY_DN5647_c0_g1	NV2.25259	nu214-like	-	8.062039501889607e-4	0.6305804174675962	3.52e-95	350
TRINITY_DN262_c0_g1	NV2.13210	apkc	-	8.073037663839389e-4	-0.4524080500978352	7.18e-274	847
TRINITY_DN5290_c1_g2	NV2.3506	tert-like	-	8.07996493625003e-4	-0.6061662626629963	1.02e-78	290
TRINITY_DN70191_c0_g1	NV2.23085	nv2.23085	-	8.114443005577778e-4	1.0149553424513302	1.71e-10	63
TRINITY_DN3006_c1_g1	NA	NA	NA	8.206078407242194e-4	-0.9389319820820518	NA	NA
TRINITY_DN45503_c0_g1	NV2.5634	5ht4r-like-4	-	8.209268419304444e-4	1.2021816653078692	1.06e-25	114
TRINITY_DN1142_c1_g1	NV2.10262	acha2-like	-	8.226089274335903e-4	1.3028281489080422	1.7e-81	286
TRINITY_DN46507_c0_g1	NV2.5939	fbn1-like-7	-	8.229239529661892e-4	1.31034554911856	1.65e-9	64
TRINITY_DN4271_c0_g1	NV2.18713	kdm3b-like	-	8.25762606367323e-4	0.5871004995883876	8.58e-201	702
TRINITY_DN7398_c0_g1	NA	NA	NA	8.316027597084472e-4	-4.91624369612174	NA	NA
TRINITY_DN495_c0_g1	NV2.14304	ccnl2-like	-	8.323881400299347e-4	-0.595878816131455	9.46e-127	416
TRINITY_DN1468_c0_g1	NV2.10457	samd8-like	-	8.334738013762413e-4	-0.6651675726412857	1.2199999999999998e-125	410
TRINITY_DN4098_c0_g1	NA	NA	NA	8.38343427232268e-4	-0.6689225346175147	NA	NA
TRINITY_DN4507_c0_g1	NV2.10021	sy63-like	-	8.402855960587595e-4	-0.663370977971813	2.6099999999999996e-37	149
TRINITY_DN3979_c0_g2	NV2.10292	rtxe-like-21	-	8.43246178315065e-4	-1.8726587957757184	9.05e-17	79
TRINITY_DN861_c0_g2	NV2.15995	srsf1-like	-	8.44309649923139e-4	-0.5882780814149088	1.4799999999999999e-89	295
TRINITY_DN1166_c0_g1	NV2.15474	nv2.15474	-	8.446602435148247e-4	0.5006999756941899	2.13e-10	64
TRINITY_DN15199_c0_g1	NV2.447	dcaf1-like-1	-	8.446602435148247e-4	-0.5415472080245823	1.35e-283	915
TRINITY_DN1521_c0_g1	NV2.18919	mete-like	-	8.450919355485314e-4	0.8586837451679139	1.3699999999999999e-104	347
TRINITY_DN15393_c0_g1	NV2.7105	s2611-like	-	8.468385432424138e-4	1.8396062771901902	1.38e-120	405
TRINITY_DN2996_c1_g1	NV2.14143	plod3-like	-	8.514704146981661e-4	0.5230480000630069	4.2600000000000003e-277	865
TRINITY_DN6423_c0_g1	NV2.12735	lrc45-like-1	-	8.561178986736202e-4	1.2340294227642243	1.58e-115	391
TRINITY_DN2292_c0_g1	NA	NA	NA	8.589243649775541e-4	0.8763799863402603	NA	NA
TRINITY_DN18_c1_g4	NV2.14257	nudt8-like	-	8.593432583868077e-4	-0.7544505882236106	2.5099999999999997e-40	154
TRINITY_DN3120_c1_g1	NA	NA	NA	8.596804045823507e-4	-1.4248311061879257	NA	NA
TRINITY_DN3015_c0_g1	NV2.2234	yrd6-like-25	-	8.635726455008628e-4	-0.7397583966168044	1.1100000000000001e-282	902
TRINITY_DN9600_c0_g1	NV2.10604	folh1-like-4	-	8.674484024837131e-4	-0.5891695618818916	1.19e-167	548
TRINITY_DN31370_c1_g1	NV2.9034	capa-like-2	-	8.688854075799174e-4	1.7517908582890112	4.93e-50	188
TRINITY_DN3541_c0_g1	NV2.22497	cc191-like	-	8.709027355504918e-4	0.7746630885549323	1.58e-132	450
TRINITY_DN34691_c0_g1	NV2.11988	spag6-like	-	8.717456706983015e-4	-0.7113987741915498	5.4999999999999994e-285	875
TRINITY_DN5746_c0_g1	NV2.17480	rerg-like-10	-	8.738292776265782e-4	-0.891596946029828	1.81e-25	111
TRINITY_DN3055_c0_g1	NV2.8956	dhdds-like	-	8.838971050796988e-4	-0.6726116146764858	1.54e-77	265
TRINITY_DN9129_c1_g1	NV2.9855	sap-like-2	-	8.859707788653388e-4	0.7329124382550533	1.33e-10	68
TRINITY_DN1391_c1_g1	NV2.3067	cubn-like-3	-	8.86913251023213e-4	1.1698667808661152	1.64e-9	62
TRINITY_DN5949_c0_g1	NV2.7256	spsb3-like	-	8.894559075881014e-4	0.9755479012575541	1.49e-78	264
TRINITY_DN10569_c0_g1	NV2.7404	pyna-like	-	8.898671041497599e-4	-2.7003308648811206	1.32e-41	154
TRINITY_DN2762_c0_g1	NV2.19998	trerf1-like	-	8.923406111869909e-4	0.6392104403446761	1.73e-149	516
TRINITY_DN8057_c0_g1	NA	NA	NA	8.964719860532146e-4	3.2458057961873696	NA	NA
TRINITY_DN2163_c0_g1	NA	NA	NA	8.978678296314464e-4	-0.7548269895100407	NA	NA
TRINITY_DN4262_c0_g1	NV2.18955	rrp12-like	-	8.988719806935283e-4	-0.5273621861403198	3.44e-244	792
TRINITY_DN1524_c0_g1	NV2.14629	dpys-like	-	8.99533926129611e-4	0.6782899001328475	1.09e-233	727
TRINITY_DN2144_c0_g1	NV2.8621	afad-like	-	8.996694059056639e-4	-0.46761534428988033	1.95e-305	1003
TRINITY_DN14831_c0_g1	NV2.1899	tf26-like-3	-	9.040976291580857e-4	-1.2886753645323439	5.31e-204	657
TRINITY_DN92444_c0_g1	NV2.4993	pdcd5-like	-	9.057077980222464e-4	-0.6831671684352478	5.11e-35	132
TRINITY_DN2000_c0_g1	NA	NA	NA	9.102186132979573e-4	-0.9622939235461107	NA	NA
TRINITY_DN4789_c0_g1	NV2.12	grap1-like	-	9.179764885794022e-4	-0.7466806780490189	2.3500000000000002e-80	291
TRINITY_DN8074_c0_g1	NV2.3954	wrn-like-7	-	9.180151420212847e-4	1.1393873753140942	1.55e-53	203
TRINITY_DN7245_c0_g1	NV2.13708	5ht1b-like-7	-	9.26787258938498e-4	1.227385973388078	7.7e-20	97
TRINITY_DN8034_c0_g1	NA	NA	NA	9.279477048561799e-4	1.2958856578403424	NA	NA
TRINITY_DN8706_c1_g1	NA	NA	NA	9.303675932439677e-4	2.378457128283498	NA	NA
TRINITY_DN13133_c0_g1	NV2.357	ogfd1-like	-	9.308455335565236e-4	-0.7965185991431778	1.66e-145	471
TRINITY_DN6542_c0_g1	NV2.13647	eprotein	-	9.321502016718983e-4	0.4906485557561437	1.8299999999999997e-42	170
TRINITY_DN15003_c0_g1	NV2.10588	kcc2a-like	-	9.335357381565822e-4	-0.8473505271487023	2.11e-4	45
TRINITY_DN31119_c0_g1	NA	NA	NA	9.342306375186899e-4	-4.659938960419418	NA	NA
TRINITY_DN6017_c0_g1	NV2.14679	tm101-like	-	9.358057430467107e-4	-0.9411724146281447	4.65e-32	124
TRINITY_DN10030_c0_g1	NA	NA	NA	9.35829446671726e-4	2.4904035792598265	NA	NA
TRINITY_DN6_c0_g1	NV2.22783	pxdn-like-5	-	9.395406252398593e-4	-0.7704907722559973	1.2900000000000002e-73	278
TRINITY_DN1729_c0_g2	NV2.1171	fp-like-1	-	9.396941705803665e-4	-0.4695674067869514	8.35e-139	482
TRINITY_DN1020_c0_g1	NV2.3941	fcn1-like-7	-	9.409309279150531e-4	0.6783225652241203	9.31e-75	268
TRINITY_DN13161_c3_g1	NA	NA	NA	9.409309279150531e-4	-1.5076632470295335	NA	NA
TRINITY_DN8484_c0_g1	NV2.12448	efr3b-like	-	9.409309279150531e-4	-1.3253707448868584	7.73e-34	143
TRINITY_DN617_c0_g1	NV2.13991	lpp-like	-	9.435657067372808e-4	0.6627567918632772	2.38e-71	247
TRINITY_DN2685_c1_g1	NV2.13687	at2l1-like-1	-	9.437245549358574e-4	-0.834871049122046	6.959999999999999e-163	521
TRINITY_DN5090_c0_g1	NA	NA	NA	9.44930034115296e-4	1.2968111869841215	NA	NA
TRINITY_DN4128_c0_g1	NV2.8972	gxn-like-1	-	9.513977257672738e-4	0.8234866971540703	6.75e-16	84
TRINITY_DN33043_c0_g1	NV2.2999	tm272-like-1	-	9.526603984036258e-4	-0.6678658590308714	1.57e-85	283
TRINITY_DN6335_c0_g1	NV2.12189	myo1b-like	-	9.54134969284241e-4	-0.8773261743701662	0	1124
TRINITY_DN7762_c0_g1	NV2.23678	fxd3a-like	-	9.54134969284241e-4	1.1405978700118018	1.86e-25	111
TRINITY_DN15_c2_g1	NV2.8575	melc	-	9.554263153089656e-4	0.9946668153255533	7.679999999999999e-82	274
TRINITY_DN4793_c0_g1	NV2.14333	bmp1-like-1	-	9.561361213134239e-4	1.0928547906137598	6.889999999999999e-43	171
TRINITY_DN248_c0_g1	NV2.22509	tbrg1	-	9.586459930520479e-4	0.5798071401251789	4.68e-84	290
TRINITY_DN1817_c0_g1	NV2.2880	ogt1-like	-	9.616756692601711e-4	-0.49194759278691735	0	1618
TRINITY_DN1516_c0_g1	NV2.11384	vps41-like	-	9.817302256800967e-4	-0.6318930882618448	7.57e-302	942
TRINITY_DN57355_c0_g1	NV2.21946	flad1-like	-	9.82057901439497e-4	0.6630822341327489	1.7800000000000002e-123	407
TRINITY_DN2335_c0_g1	NV2.8458	aakb2-like	-	9.84482030268831e-4	-0.5396093623656627	2.63e-92	305
TRINITY_DN3607_c0_g1	NV2.2503	dag1-like	-	9.849467104192922e-4	0.8876544164736966	1.2e-62	244
TRINITY_DN1099_c0_g2	NV2.23991	ttc37-like-1	-	9.862925969344872e-4	-0.5536056968727334	4.989999999999999e-229	752
TRINITY_DN14017_c0_g1	NA	NA	NA	9.934432605862966e-4	3.2050220898291113	NA	NA
TRINITY_DN2508_c0_g1	NV2.19847	bmp2-4	BMP2/4,decapentaplegic-like protein	9.960274924936034e-4	0.847197858892468	2.51e-17	88
TRINITY_DN4804_c0_g1	NV2.12908	burs-like	-	9.986043389057322e-4	-0.9835931183748431	1.11e-12	67
TRINITY_DN2365_c2_g1	NV2.15790	asb8-like	-	9.990366310234373e-4	0.5409142534556044	2.6e-111	383
TRINITY_DN3847_c0_g2	NV2.20421	sdhf1-like	-	9.990366310234373e-4	-0.6487082453327725	3.92e-14	69
TRINITY_DN2500_c0_g1	NV2.11709	drc6-like-1	-	0.0010052691138367252	-0.6512896135717807	8.01e-90	321
TRINITY_DN13104_c0_g1	NV2.16481	rusd4-like	-	0.0010081585946851521	-1.0326494717433616	8.09e-61	216
TRINITY_DN1382_c0_g1	NV2.22571	dcaf8-like	-	0.0010110869697241812	-0.5976405576791947	8.319999999999999e-157	502
TRINITY_DN56887_c0_g1	NV2.19132	cryd-like	-	0.0010149466579778366	0.6012701315867821	2.979999999999999e-234	728
TRINITY_DN862_c1_g1	NV2.16953	y221-like	-	0.0010153807792756741	-0.7464140036077747	3.13e-116	385
TRINITY_DN35460_c0_g1	NA	NA	NA	0.0010153839326765958	4.923885274554263	NA	NA
TRINITY_DN3538_c0_g1	NV2.645	foxp4-like	-	0.001018637141656008	0.6984581740575371	8.83e-49	188
